original_source_line,new_release_line,multiplicity,permutation_source_to_release
6306,7840,6,0;4;3;1;2
6307,8940,6,0;3;4;2;1
6308,6503,6,0;4;3;2;1
6309,6971,6,0;4;2;3;1
6310,12267,6,0;4;1;2;3
6311,6540,6,0;1;2;3;4
6312,11039,6,0;4;1;2;3
6313,6968,6,0;1;2;4;3
6314,345,6,0;2;1;3;4
6315,335,6,0;2;1;3;4
6316,382,6,0;2;1;3;4
6317,124,6,0;1;2;3;4
6318,133,6,0;1;2;3;4
6319,134,6,0;1;2;3;4
6320,5,6,0;1;2;3;4
6321,10,6,0;1;2;3;4
6322,351,6,0;2;1;3;4
6323,66,6,0;1;2;3;4
6324,410,6,0;1;2;3;4
6325,532,6,0;1;2;3;4
6326,549,6,0;2;1;3;4
6327,458,6,0;2;1;3;4
6328,455,6,0;2;1;3;4
6329,127,6,0;1;2;3;4
6330,88,6,0;1;2;3;4
6331,118,6,0;1;2;3;4
6332,128,6,0;1;2;3;4
6333,129,6,0;1;2;3;4
6334,385,6,0;1;2;3;4
6335,548,6,0;2;1;3;4
6336,424,6,0;2;1;3;4
6337,132,6,0;1;2;3;4
6338,48,6,0;1;2;3;4
6339,70,6,0;1;2;3;4
7311,10828,7,0;3;4;1;2
7312,13257,7,0;3;4;1;2
7313,13570,7,0;1;2;3;4
7314,11912,7,0;3;4;2;1
7315,15406,7,0;3;2;4;1
7316,19311,7,0;4;2;3;1
7317,15309,7,0;3;4;1;2
7318,16543,7,0;3;4;1;2
7319,15514,7,0;1;2;3;4
7320,16004,7,0;1;4;3;2
7321,12622,7,0;3;4;1;2
7322,8264,7,0;4;2;3;1
7323,19307,7,0;3;1;2;4
7324,16879,7,0;1;2;3;4
7325,16880,7,0;1;2;3;4
7326,15606,7,0;3;2;1;4
7327,16864,7,0;3;2;4;1
7328,13313,7,0;3;2;4;1
7329,16898,7,0;1;2;3;4
7330,11775,7,0;3;4;2;1
7331,12677,7,0;3;4;2;1
7332,17080,7,0;1;4;3;2
7333,13320,7,0;3;1;4;2
7334,18413,7,0;1;2;3;4
7335,18135,7,0;4;1;2;3
7336,18464,7,0;1;2;3;4
7337,17992,7,0;3;4;1;2
7338,15472,7,0;4;2;3;1
7339,15471,7,0;4;2;3;1
7340,18219,7,0;4;2;1;3
7341,11665,7,0;2;4;3;1
7342,19225,7,0;1;2;3;4
7343,16541,7,0;1;2;4;3
7344,6697,7,0;4;3;2;1
7345,19405,7,0;1;2;3;4
7346,16738,7,0;1;2;4;3
7347,19410,7,0;1;2;3;4
7348,11791,7,0;4;1;3;2
7349,19516,7,0;1;2;3;4
7350,7368,7,0;4;3;2;1
7351,11611,7,0;4;3;2;1
7352,15156,7,0;4;3;1;2
7353,15318,7,0;4;2;3;1
7354,19629,7,0;3;1;2;4
7355,11620,7,0;2;4;1;3
7356,15994,7,0;3;4;1;2
7357,18185,7,0;4;3;2;1
7358,18799,7,0;3;4;1;2
7359,17065,7,0;1;4;3;2
7360,17997,7,0;1;4;2;3
7361,18190,7,0;1;2;4;3
7362,10004,7,0;4;3;2;1
7363,18798,7,0;1;2;3;4
7364,18797,7,0;1;2;4;3
7365,12234,7,0;4;1;2;3
7366,9964,7,0;3;4;2;1
7367,9914,7,0;4;3;1;2
7368,6524,7,0;2;4;1;3
7369,10291,7,0;2;4;1;3
7370,17807,7,0;4;3;2;1
7371,17808,7,0;4;2;3;1
7372,19020,7,0;4;2;3;1
7373,14804,7,0;3;4;1;2
7374,13997,7,0;1;4;3;2
7375,10361,7,0;4;3;2;1
7376,17802,7,0;3;4;1;2
7377,16257,7,0;1;3;4;2
7378,14290,7,0;4;1;2;3
7379,11311,7,0;3;2;1;4
7380,12980,7,0;3;1;4;2
7381,18984,7,0;3;2;1;4
7382,12148,7,0;3;4;2;1
7383,17195,7,0;1;3;4;2
7384,17809,7,0;2;1;4;3
7385,17386,7,0;1;3;4;2
7386,17117,7,0;4;1;3;2
7387,14916,7,0;3;1;4;2
7388,16350,7,0;4;1;3;2
7389,12130,7,0;4;2;3;1
7390,18551,7,0;4;2;3;1
7391,18550,7,0;4;2;3;1
7392,18642,7,0;1;2;4;3
7393,18631,7,0;1;3;2;4
7394,10873,7,0;4;3;1;2
7395,18988,7,0;1;3;2;4
7396,18987,7,0;1;3;2;4
7397,18960,7,0;1;3;4;2
7398,18959,7,0;1;3;4;2
7399,18958,7,0;1;3;4;2
7400,7454,7,0;4;3;1;2
7401,17800,7,0;1;2;4;3
7402,6779,7,0;4;2;1;3
7403,16237,7,0;4;1;2;3
7404,17301,7,0;4;1;2;3
7405,18707,7,0;1;4;3;2
7406,10822,7,0;4;3;2;1
7407,12226,7,0;4;1;3;2
7408,18724,7,0;1;4;2;3
7409,19106,7,0;1;4;3;2
7410,14827,7,0;3;1;4;2
7411,14041,7,0;4;1;2;3
7412,14265,7,0;4;1;3;2
7413,16265,7,0;3;1;2;4
7414,10427,7,0;4;3;2;1
7415,10664,7,0;4;2;1;3
7416,11262,7,0;4;3;1;2
7417,12405,7,0;2;4;1;3
7418,11284,7,0;2;3;4;1
7419,12380,7,0;4;3;2;1
7420,14833,7,0;1;4;3;2
7421,13893,7,0;4;2;3;1
7422,14778,7,0;4;2;1;3
7423,16335,7,0;1;3;4;2
7424,9109,7,0;4;2;3;1
7425,17042,7,0;1;2;3;4
7426,17717,7,0;1;3;2;4
7427,9660,7,0;4;2;3;1
7428,17102,7,0;1;4;3;2
7429,18539,7,0;1;3;2;4
7430,17444,7,0;3;1;4;2
7431,9588,7,0;4;3;2;1
7432,9836,7,0;3;4;1;2
7433,9561,7,0;2;4;3;1
7434,6730,7,0;1;4;2;3
7435,6738,7,0;1;4;2;3
7436,6741,7,0;1;4;2;3
7437,18628,7,0;4;1;2;3
7438,7005,7,0;3;4;2;1
7439,6651,7,0;4;3;2;1
7440,10665,7,0;3;4;2;1
7441,14531,7,0;3;1;4;2
7442,12368,7,0;4;3;2;1
7443,12972,7,0;2;4;1;3
7444,14754,7,0;3;4;1;2
7445,10441,7,0;2;3;4;1
7446,17140,7,0;3;4;1;2
7447,14690,7,0;4;1;2;3
7448,11147,7,0;3;4;1;2
7449,11177,7,0;4;2;3;1
7450,7232,7,0;4;1;3;2
7451,17613,7,0;4;1;3;2
7452,15923,7,0;3;1;4;2
7453,7019,7,0;4;3;2;1
7454,12364,7,0;4;1;3;2
7455,12863,7,0;4;2;1;3
7456,8785,7,0;2;4;1;3
7457,12272,7,0;3;2;1;4
7458,9082,7,0;4;3;1;2
7459,9615,7,0;3;4;2;1
7460,7489,7,0;3;4;2;1
7461,7299,7,0;4;3;2;1
7462,9165,7,0;4;3;2;1
7463,18920,7,0;1;3;4;2
7464,18621,7,0;1;4;3;2
7465,7275,7,0;4;1;3;2
7466,12448,7,0;4;3;1;2
7467,19056,7,0;4;1;2;3
7468,9439,7,0;4;3;2;1
7469,9144,7,0;4;3;2;1
7470,9065,7,0;3;4;2;1
7471,12855,7,0;3;4;1;2
7472,9441,7,0;4;2;3;1
7473,9678,7,0;3;4;2;1
7474,14339,7,0;3;4;1;2
7475,14024,7,0;4;1;3;2
7476,1473,7,0;1;2;4;3
7477,1270,7,0;1;2;4;3
7478,1668,7,0;1;2;4;3
7479,1693,7,0;1;2;4;3
7480,1476,7,0;1;2;4;3
7481,1507,7,0;1;2;4;3
7482,817,7,0;1;2;4;3
7483,1273,7,0;1;2;4;3
7484,1308,7,0;1;2;4;3
7485,1526,7,0;1;2;4;3
7486,2150,7,0;1;2;4;3
7487,2151,7,0;1;2;4;3
7488,1713,7,0;1;3;2;4
7489,1525,7,0;1;3;2;4
7490,1886,7,0;1;3;2;4
7491,2026,7,0;1;3;2;4
7492,1887,7,0;1;3;2;4
7493,827,7,0;1;3;2;4
7494,1705,7,0;1;3;2;4
7495,1521,7,0;1;3;2;4
7496,1328,7,0;1;3;2;4
7497,1302,7,0;1;3;2;4
7498,861,7,0;1;3;2;4
7499,832,7,0;1;3;2;4
7500,2172,7,0;1;3;2;4
7501,1706,7,0;1;3;2;4
7502,1522,7,0;1;3;2;4
7503,1329,7,0;1;3;2;4
7504,4642,7,0;1;3;2;4
7505,4722,7,0;1;2;3;4
7506,4736,7,0;1;2;3;4
7507,4744,7,0;1;3;4;2
7508,3177,7,0;1;3;2;4
7509,5084,7,0;1;2;3;4
7510,5107,7,0;1;2;3;4
7511,5125,7,0;1;2;3;4
7512,4653,7,0;1;3;4;2
7513,3088,7,0;1;4;3;2
7514,3126,7,0;1;3;4;2
7515,3176,7,0;1;4;3;2
7516,4384,7,0;1;3;2;4
7517,4289,7,0;1;3;4;2
7518,5277,7,0;1;4;2;3
7519,5396,7,0;1;2;3;4
7520,5177,7,0;1;3;2;4
7521,5310,7,0;1;4;2;3
7522,5266,7,0;1;4;3;2
7523,4267,7,0;1;2;4;3
7524,4746,7,0;1;3;4;2
7525,4745,7,0;1;4;3;2
7526,4696,7,0;1;3;2;4
7527,5083,7,0;1;2;4;3
7528,4595,7,0;1;4;2;3
7529,5005,7,0;1;4;2;3
7530,4273,7,0;1;4;2;3
7531,5132,7,0;1;2;4;3
7532,2989,7,0;1;3;4;2
7533,4640,7,0;1;4;2;3
7534,5411,7,0;1;3;4;2
7535,4146,7,0;1;4;2;3
7536,5101,7,0;1;4;3;2
7537,4142,7,0;1;4;3;2
7538,4227,7,0;1;4;3;2
7539,3149,7,0;1;4;3;2
7540,3178,7,0;1;4;3;2
7541,4668,7,0;1;4;3;2
7542,4802,7,0;1;4;3;2
7543,6731,7,0;1;4;3;2
7544,11091,7,0;1;2;3;4
7545,11094,7,0;1;2;3;4
7546,11097,7,0;1;2;3;4
7547,15845,7,0;1;4;3;2
7548,15920,7,0;1;4;3;2
7549,7018,7,0;4;2;3;1
7550,7124,7,0;2;4;3;1
7551,17050,7,0;1;3;2;4
7552,17092,7,0;1;3;4;2
7553,12874,7,0;2;4;1;3
7554,11231,7,0;4;3;1;2
7555,7264,7,0;4;3;2;1
7556,14075,7,0;4;1;3;2
7557,10802,7,0;4;3;1;2
7558,7885,7,0;4;3;2;1
7559,1676,7,0;1;2;4;3
7560,1490,7,0;1;2;4;3
7561,1286,7,0;1;2;4;3
7562,1287,7,0;1;2;4;3
7563,1855,7,0;1;2;4;3
7564,3436,7,0;1;2;3;4
7565,3470,7,0;1;2;3;4
7566,3483,7,0;1;2;3;4
7567,3488,7,0;1;2;3;4
7568,2979,7,0;1;3;4;2
7569,3030,7,0;1;3;4;2
7570,3434,7,0;1;2;4;3
7571,3459,7,0;1;2;4;3
7572,3497,7,0;1;2;4;3
7573,3808,7,0;1;2;3;4
7574,3936,7,0;1;3;2;4
7575,3933,7,0;1;4;3;2
7576,3855,7,0;1;4;2;3
7577,3878,7,0;1;4;3;2
7578,3922,7,0;1;3;4;2
7579,6735,7,0;1;4;3;2
7580,6734,7,0;2;1;4;3
7581,9146,7,0;4;3;2;1
7582,8826,7,0;2;4;3;1
7583,6954,7,0;3;4;2;1
7584,12191,7,0;4;3;1;2
7585,11308,7,0;3;1;4;2
7586,9145,7,0;4;3;1;2
7587,8827,7,0;4;2;3;1
7588,12260,7,0;3;4;1;2
7589,15674,7,0;3;1;4;2
7590,15663,7,0;4;1;2;3
7591,10422,7,0;4;1;2;3
7592,7322,7,0;4;3;2;1
7593,3356,7,0;1;2;3;4
7594,3392,7,0;1;2;4;3
7595,3388,7,0;1;2;4;3
7596,4524,7,0;1;2;4;3
7597,2917,7,0;1;4;3;2
7598,4564,7,0;1;3;2;4
7599,4182,7,0;1;3;4;2
7600,3193,7,0;1;3;4;2
7601,2955,7,0;1;4;2;3
7602,4665,7,0;1;4;3;2
7603,3146,7,0;1;3;4;2
7604,4597,7,0;1;4;2;3
7605,4161,7,0;1;4;2;3
7606,4330,7,0;1;2;4;3
7607,4329,7,0;1;4;3;2
7608,2939,7,0;1;4;3;2
7609,2930,7,0;1;4;3;2
7610,4617,7,0;1;4;2;3
7611,3056,7,0;1;4;3;2
7612,2796,7,0;1;4;3;2
7613,4297,7,0;1;4;3;2
7614,4628,7,0;1;4;2;3
7615,4127,7,0;1;3;4;2
7616,5120,7,0;1;4;3;2
7617,2921,7,0;1;3;4;2
7618,4378,7,0;1;4;3;2
7619,10673,7,0;4;2;3;1
7620,14733,7,0;4;2;1;3
7621,16289,7,0;4;1;2;3
7622,17164,7,0;1;2;3;4
7623,17211,7,0;1;3;2;4
7624,17121,7,0;1;4;2;3
7625,10708,7,0;4;2;3;1
7626,11223,7,0;4;3;1;2
7627,11476,7,0;4;1;3;2
7628,14268,7,0;3;1;4;2
7629,10751,7,0;4;3;1;2
7630,12852,7,0;4;3;1;2
7631,7911,7,0;4;3;2;1
7632,14007,7,0;4;1;3;2
7633,1054,7,0;1;2;4;3
7634,1057,7,0;1;2;4;3
7635,1096,7,0;1;2;4;3
7636,1097,7,0;1;2;4;3
7637,1095,7,0;1;3;2;4
7638,1091,7,0;1;3;2;4
7639,1065,7,0;1;3;2;4
7640,3449,7,0;1;2;3;4
7641,3424,7,0;1;2;4;3
7642,2983,7,0;1;4;3;2
7643,3762,7,0;1;3;4;2
7644,10810,7,0;3;1;2;4
7645,8921,7,0;4;3;2;1
7646,10731,7,0;4;1;3;2
7647,8991,7,0;3;4;2;1
7648,9698,7,0;3;4;1;2
7649,18596,7,0;1;2;4;3
7650,14566,7,0;4;1;3;2
7651,17019,7,0;4;1;3;2
7652,9437,7,0;4;2;1;3
7653,14221,7,0;2;1;3;4
7654,3369,7,0;1;2;4;3
7655,727,7,0;1;2;4;3
7656,1844,7,0;1;2;4;3
7657,1854,7,0;1;2;4;3
7658,1285,7,0;1;3;2;4
7659,1301,7,0;1;3;2;4
7660,860,7,0;1;3;2;4
7661,2816,7,0;1;2;4;3
7662,4149,7,0;1;4;3;2
7663,2904,7,0;1;3;4;2
7664,2940,7,0;1;4;3;2
7665,2807,7,0;1;4;3;2
7666,12475,7,0;1;2;4;3
7667,15860,7,0;4;1;2;3
7668,10647,7,0;4;3;2;1
7669,15684,7,0;1;3;2;4
7670,15888,7,0;1;3;4;2
7671,11362,7,0;4;3;1;2
7672,12914,7,0;4;1;2;3
7673,17135,7,0;3;4;1;2
7674,10750,7,0;4;3;1;2
7675,11043,7,0;4;2;3;1
7676,7110,7,0;4;2;3;1
7677,13915,7,0;4;3;2;1
7678,8787,7,0;1;4;2;3
7679,9489,7,0;4;2;3;1
7680,8832,7,0;4;1;2;3
7681,7095,7,0;4;1;3;2
7682,12821,7,0;4;3;1;2
7683,8829,7,0;4;3;1;2
7684,8962,7,0;4;3;2;1
7685,8865,7,0;4;3;2;1
7686,8881,7,0;4;2;3;1
7687,3202,7,0;1;3;4;2
7688,2887,7,0;1;4;3;2
7689,10844,7,0;3;4;1;2
7690,14162,7,0;1;4;2;3
7691,6529,7,0;3;4;2;1
7692,10324,7,0;3;2;4;1
7693,1056,7,0;1;2;4;3
7694,1094,7,0;1;3;2;4
7695,1090,7,0;1;3;2;4
7696,3957,7,0;1;4;3;2
7697,8868,7,0;2;3;4;1
7698,8198,7,0;4;3;2;1
7699,8835,7,0;2;4;3;1
7700,6548,7,0;4;3;2;1
7701,7268,7,0;4;2;3;1
7702,8903,7,0;4;3;1;2
7703,8821,7,0;4;2;3;1
7704,8823,7,0;4;3;2;1
7705,8773,7,0;4;3;2;1
7706,1222,7,0;1;2;4;3
7707,765,7,0;1;2;4;3
7708,4623,7,0;1;4;2;3
7709,4612,7,0;1;3;2;4
7710,13949,7,0;1;4;3;2
7711,10316,7,0;2;3;4;1
7712,13869,7,0;3;1;4;2
7713,7161,7,0;3;2;4;1
7714,1435,7,0;1;2;4;3
7715,1229,7,0;1;2;4;3
7716,772,7,0;1;2;4;3
7717,771,7,0;1;3;2;4
7718,1234,7,0;1;3;2;4
7719,1443,7,0;1;3;2;4
7720,1641,7,0;1;3;2;4
7721,1816,7,0;1;3;2;4
7722,1964,7,0;1;3;2;4
7723,2117,7,0;1;3;2;4
7724,3764,7,0;1;4;3;2
7725,7252,7,0;2;1;3;4
7726,14132,7,0;2;1;4;3
7727,17010,7,0;1;2;3;4
7728,7963,7,0;4;1;3;2
7729,6880,7,0;4;2;3;1
7730,18627,7,0;1;4;3;2
7731,7074,7,0;4;3;2;1
7732,10347,7,0;3;1;4;2
7733,7321,7,0;4;3;2;1
7734,8811,7,0;4;2;3;1
7735,9006,7,0;2;4;3;1
7736,13940,7,0;1;3;4;2
7737,10536,7,0;2;4;3;1
7738,7204,7,0;4;2;3;1
7739,10351,7,0;3;1;4;2
7740,747,7,0;1;2;4;3
7741,1004,7,0;1;2;4;3
7742,12253,7,0;3;1;2;4
7743,8772,7,0;3;4;2;1
7744,1011,7,0;1;2;4;3
7745,1013,7,0;1;3;2;4
7746,14726,7,0;4;1;2;3
7747,16207,7,0;4;1;3;2
7748,6567,7,0;3;4;2;1
7749,9026,7,0;4;3;1;2
7750,9075,7,0;2;4;1;3
7751,8806,7,0;4;3;2;1
7752,9377,7,0;4;2;1;3
7753,6977,7,0;4;3;2;1
7754,8800,7,0;3;2;4;1
7755,7030,7,0;4;3;2;1
7756,9426,7,0;4;2;1;3
7757,6967,7,0;1;2;4;3
7758,13872,7,0;3;4;1;2
7759,38,7,0;1;2;3;4
7760,39,7,0;1;2;3;4
7761,120,7,0;1;2;3;4
7762,136,7,0;1;2;3;4
7763,137,7,0;1;2;3;4
7764,143,7,0;1;2;3;4
7765,145,7,0;1;2;3;4
7766,147,7,0;1;2;3;4
7767,148,7,0;1;2;3;4
7768,7,7,0;1;2;3;4
7769,12,7,0;1;2;3;4
7770,428,7,0;1;2;3;4
7771,427,7,0;1;2;3;4
7772,437,7,0;2;1;3;4
7773,380,7,0;1;2;3;4
7774,411,7,0;1;2;3;4
7775,571,7,0;1;2;3;4
7776,552,7,0;2;1;3;4
7777,359,7,0;2;1;3;4
7778,462,7,0;2;1;3;4
7779,446,7,0;2;1;3;4
7780,452,7,0;2;1;3;4
7781,140,7,0;1;2;3;4
7782,141,7,0;1;2;3;4
7783,423,7,0;2;1;3;4
7784,570,7,0;2;1;3;4
7785,313,7,0;2;1;3;4
7786,540,7,0;2;1;3;4
7787,49,7,0;1;2;3;4
8912,6662,8,0;1;4;3;2
8913,11616,8,0;2;3;4;1
8914,13294,8,0;1;4;2;3
8915,13445,8,0;2;3;1;4
8916,11928,8,0;1;4;3;2
8917,12582,8,0;4;1;3;2
8918,11696,8,0;3;2;4;1
8919,20754,8,0;4;2;3;1
8920,15513,8,0;1;2;3;4
8921,10821,8,0;3;1;4;2
8922,16561,8,0;1;3;4;2
8923,13614,8,0;3;4;2;1
8924,15314,8,0;4;2;1;3
8925,16627,8,0;1;3;4;2
8926,15164,8,0;4;1;3;2
8927,13573,8,0;3;2;1;4
8928,19523,8,0;4;3;2;1
8929,20930,8,0;4;2;3;1
8930,16897,8,0;1;2;3;4
8931,20106,8,0;3;2;1;4
8932,17335,8,0;1;4;2;3
8933,17083,8,0;1;4;3;2
8934,17088,8,0;1;4;3;2
8935,17457,8,0;1;4;3;2
8936,8260,8,0;2;4;3;1
8937,12602,8,0;4;3;1;2
8938,16724,8,0;4;3;1;2
8939,15396,8,0;3;2;4;1
8940,18134,8,0;4;1;2;3
8941,19253,8,0;4;1;3;2
8942,16696,8,0;4;1;2;3
8943,8405,8,0;3;2;4;1
8944,17039,8,0;4;1;2;3
8945,18462,8,0;1;2;3;4
8946,18463,8,0;1;2;3;4
8947,16954,8,0;3;2;1;4
8948,18454,8,0;3;2;4;1
8949,11726,8,0;4;3;2;1
8950,17391,8,0;4;1;2;3
8951,8595,8,0;4;2;3;1
8952,19254,8,0;4;1;3;2
8953,11727,8,0;4;3;2;1
8954,19528,8,0;1;2;4;3
8955,17991,8,0;3;4;1;2
8956,19626,8,0;1;2;3;4
8957,8614,8,0;4;3;2;1
8958,11951,8,0;4;3;2;1
8959,15317,8,0;4;2;3;1
8960,18482,8,0;2;1;3;4
8961,19663,8,0;1;2;3;4
8962,16537,8,0;2;1;4;3
8963,14442,8,0;4;1;3;2
8964,20120,8,0;1;3;4;2
8965,20859,8,0;1;2;3;4
8966,18178,8,0;1;2;4;3
8967,19306,8,0;1;2;4;3
8968,17104,8,0;4;1;3;2
8969,20755,8,0;1;3;4;2
8970,20926,8,0;1;2;3;4
8971,19772,8,0;4;1;3;2
8972,12612,8,0;4;3;1;2
8973,19817,8,0;1;4;3;2
8974,19821,8,0;1;4;2;3
8975,16083,8,0;4;3;2;1
8976,8438,8,0;3;4;2;1
8977,18041,8,0;4;1;3;2
8978,20757,8,0;1;4;2;3
8979,21022,8,0;1;2;3;4
8980,18363,8,0;1;2;4;3
8981,21025,8,0;1;2;3;4
8982,14343,8,0;4;1;3;2
8983,21099,8,0;1;2;3;4
8984,17032,8,0;3;1;2;4
8985,8271,8,0;3;4;2;1
8986,19304,8,0;4;1;3;2
8987,13577,8,0;3;4;2;1
8988,11618,8,0;4;2;1;3
8989,11633,8,0;4;3;2;1
8990,8283,8,0;2;3;1;4
8991,13319,8,0;4;3;1;2
8992,11707,8,0;4;3;2;1
8993,11921,8,0;4;3;2;1
8994,7423,8,0;4;3;1;2
8995,13281,8,0;2;3;4;1
8996,13977,8,0;4;3;1;2
8997,14386,8,0;4;3;1;2
8998,15158,8,0;4;3;2;1
8999,15448,8,0;4;2;1;3
9000,13258,8,0;4;3;1;2
9001,21188,8,0;1;2;4;3
9002,11896,8,0;4;2;3;1
9003,13276,8,0;3;4;2;1
9004,16529,8,0;4;2;1;3
9005,16742,8,0;2;4;1;3
9006,20753,8,0;3;1;2;4
9007,19769,8,0;2;4;3;1
9008,9984,8,0;1;4;2;3
9009,19313,8,0;3;4;2;1
9010,19741,8,0;3;1;2;4
9011,14366,8,0;1;4;2;3
9012,13322,8,0;3;1;4;2
9013,15444,8,0;2;3;1;4
9014,16556,8,0;2;1;4;3
9015,13780,8,0;1;4;3;2
9016,9955,8,0;4;2;3;1
9017,16865,8,0;3;2;4;1
9018,9973,8,0;2;4;3;1
9019,18186,8,0;2;1;4;3
9020,19341,8,0;4;2;1;3
9021,19292,8,0;4;1;3;2
9022,9342,8,0;4;3;1;2
9023,7462,8,0;4;2;3;1
9024,12611,8,0;4;3;1;2
9025,19773,8,0;1;4;3;2
9026,9297,8,0;4;3;1;2
9027,9987,8,0;4;3;2;1
9028,19768,8,0;4;3;1;2
9029,11661,8,0;4;2;1;3
9030,8385,8,0;4;2;3;1
9031,9908,8,0;4;3;2;1
9032,10929,8,0;4;3;1;2
9033,17079,8,0;3;1;4;2
9034,15124,8,0;4;3;1;2
9035,17387,8,0;4;1;2;3
9036,9971,8,0;4;2;3;1
9037,18129,8,0;4;3;2;1
9038,15995,8,0;4;3;1;2
9039,19314,8,0;4;2;3;1
9040,17345,8,0;1;3;2;4
9041,19315,8,0;2;1;4;3
9042,7347,8,0;4;3;1;2
9043,11468,8,0;1;4;3;2
9044,12196,8,0;1;4;2;3
9045,14818,8,0;2;1;3;4
9046,14766,8,0;1;4;2;3
9047,12581,8,0;4;3;1;2
9048,11344,8,0;4;2;1;3
9049,14039,8,0;4;3;2;1
9050,11488,8,0;4;2;3;1
9051,17752,8,0;4;1;2;3
9052,16976,8,0;4;2;1;3
9053,11310,8,0;3;4;1;2
9054,20568,8,0;4;2;1;3
9055,20613,8,0;3;1;2;4
9056,17810,8,0;2;1;4;3
9057,7533,8,0;3;4;2;1
9058,17370,8,0;1;3;4;2
9059,17069,8,0;1;4;3;2
9060,17710,8,0;1;4;2;3
9061,11586,8,0;3;4;1;2
9062,19976,8,0;4;1;3;2
9063,8189,8,0;4;3;2;1
9064,12129,8,0;4;2;3;1
9065,18549,8,0;4;2;3;1
9066,7993,8,0;3;4;2;1
9067,18675,8,0;1;3;4;2
9068,18764,8,0;1;3;2;4
9069,18712,8,0;1;4;3;2
9070,19977,8,0;4;1;3;2
9071,8006,8,0;4;3;1;2
9072,12496,8,0;4;1;3;2
9073,17858,8,0;4;3;1;2
9074,12394,8,0;4;3;2;1
9075,20474,8,0;3;4;1;2
9076,19835,8,0;1;2;4;3
9077,19721,8,0;1;4;2;3
9078,20495,8,0;1;2;3;4
9079,20465,8,0;1;3;4;2
9080,7519,8,0;4;3;1;2
9081,16420,8,0;4;1;2;3
9082,19061,8,0;4;1;3;2
9083,15917,8,0;4;3;1;2
9084,12519,8,0;4;3;1;2
9085,19840,8,0;1;4;2;3
9086,19795,8,0;1;4;3;2
9087,11467,8,0;4;3;2;1
9088,11425,8,0;4;1;3;2
9089,7166,8,0;4;3;1;2
9090,12981,8,0;4;3;2;1
9091,11332,8,0;4;1;3;2
9092,11569,8,0;3;4;1;2
9093,7332,8,0;4;3;2;1
9094,18980,8,0;4;1;3;2
9095,20056,8,0;1;4;3;2
9096,20612,8,0;1;2;4;3
9097,14049,8,0;4;3;2;1
9098,10971,8,0;4;3;1;2
9099,14868,8,0;4;3;1;2
9100,12366,8,0;4;3;1;2
9101,16305,8,0;4;1;3;2
9102,17217,8,0;3;2;1;4
9103,18644,8,0;2;1;4;3
9104,11401,8,0;4;3;1;2
9105,11490,8,0;4;3;1;2
9106,18633,8,0;4;3;1;2
9107,10453,8,0;3;2;4;1
9108,14261,8,0;4;3;1;2
9109,11477,8,0;4;2;3;1
9110,7520,8,0;4;3;2;1
9111,13027,8,0;4;3;1;2
9112,16110,8,0;4;3;1;2
9113,7530,8,0;4;3;2;1
9114,15821,8,0;4;3;1;2
9115,17222,8,0;3;4;1;2
9116,14822,8,0;3;2;4;1
9117,10649,8,0;4;3;2;1
9118,12982,8,0;3;4;2;1
9119,14805,8,0;4;3;1;2
9120,10372,8,0;4;2;3;1
9121,15861,8,0;4;2;3;1
9122,6766,8,0;1;3;4;2
9123,10615,8,0;4;3;1;2
9124,12973,8,0;3;2;1;4
9125,7612,8,0;4;3;2;1
9126,17494,8,0;1;4;3;2
9127,9099,8,0;4;2;3;1
9128,18957,8,0;1;3;4;2
9129,9287,8,0;4;2;3;1
9130,14966,8,0;4;3;1;2
9131,9542,8,0;4;3;2;1
9132,15990,8,0;4;3;2;1
9133,10872,8,0;4;3;1;2
9134,12147,8,0;4;3;1;2
9135,20500,8,0;1;3;2;4
9136,10758,8,0;4;1;2;3
9137,12733,8,0;4;3;1;2
9138,19762,8,0;1;4;3;2
9139,9294,8,0;4;3;1;2
9140,9778,8,0;3;4;1;2
9141,6531,8,0;4;3;2;1
9142,20583,8,0;1;4;2;3
9143,17189,8,0;3;1;2;4
9144,12138,8,0;4;2;1;3
9145,9094,8,0;3;4;2;1
9146,9540,8,0;4;3;2;1
9147,9786,8,0;4;3;2;1
9148,20048,8,0;1;3;4;2
9149,6744,8,0;1;4;2;3
9150,16017,8,0;1;3;4;2
9151,14023,8,0;4;3;1;2
9152,12461,8,0;4;2;3;1
9153,18720,8,0;4;1;3;2
9154,12768,8,0;4;3;1;2
9155,17290,8,0;1;3;4;2
9156,13128,8,0;4;3;1;2
9157,17739,8,0;1;3;4;2
9158,10546,8,0;4;3;2;1
9159,17265,8,0;1;4;3;2
9160,16476,8,0;4;3;1;2
9161,10642,8,0;4;1;3;2
9162,17295,8,0;4;1;3;2
9163,11149,8,0;3;4;2;1
9164,12902,8,0;4;3;2;1
9165,11176,8,0;4;2;3;1
9166,18657,8,0;1;3;4;2
9167,18722,8,0;4;2;3;1
9168,17616,8,0;4;3;1;2
9169,18936,8,0;1;4;3;2
9170,17658,8,0;4;1;3;2
9171,11285,8,0;4;3;2;1
9172,14148,8,0;3;4;2;1
9173,12096,8,0;4;2;3;1
9174,15937,8,0;4;1;2;3
9175,18721,8,0;4;1;3;2
9176,19988,8,0;1;2;4;3
9177,14394,8,0;4;1;3;2
9178,19720,8,0;1;4;2;3
9179,20006,8,0;1;4;2;3
